s,a,ns,N0,N1,vs0,vs1
0.0,0.0,7.0,2.776199851440797,2.6586071169876044,2.6695,2.3835
0.0,0.0,7.0,1.8085748514407969,3.1158571169876046,2.0332,2.6948
0.0,0.0,7.0,1.806449851440797,3.1161071169876045,2.0292,2.6955
0.0,1.0,7.0,1.6471325727357438,3.3373018947537036,2.025,2.6961
0.0,0.0,7.0,1.8051998514407968,3.1163571169876048,2.0247,2.6963
0.0,0.0,7.0,1.8051998514407968,3.1163571169876048,2.0247,2.6963
0.0,0.0,7.0,1.8051998514407968,3.1163571169876048,2.0247,2.6963
0.0,1.0,7.0,1.6436325727357437,3.3376768947537037,2.0225,2.6965
0.0,1.0,7.0,1.6436325727357437,3.3376768947537037,2.0225,2.6965
0.0,0.0,7.0,1.8041998514407969,3.1166071169876046,2.0221,2.6968
0.0,0.0,7.0,1.8041998514407969,3.1166071169876046,2.0221,2.6968
0.0,0.0,7.0,1.8041998514407969,3.1166071169876046,2.0221,2.6968
0.0,0.0,7.0,1.8596998514407967,3.0698571169876048,2.0974,2.6025
0.0,0.0,7.0,1.859324851440797,3.0703571169876045,2.0967,2.6028
0.0,0.0,7.0,1.859324851440797,3.0703571169876045,2.0967,2.6028
0.0,0.0,7.0,1.859324851440797,3.0703571169876045,2.0967,2.6028
0.0,0.0,7.0,1.8586998514407969,3.070732116987605,2.096,2.6032
0.0,0.0,7.0,1.8575748514407968,3.0711071169876045,2.0963,2.6029
0.0,0.0,7.0,1.8676998514407968,3.0614821169876048,2.0873,2.6060000000000003
0.0,0.0,7.0,1.867324851440797,3.0617321169876046,2.0869,2.6064
0.0,0.0,7.0,1.8683248514407969,3.0608571169876044,2.0864,2.6065
0.0,0.0,7.0,1.8683248514407969,3.0608571169876044,2.0864,2.6065
0.0,0.0,7.0,1.866949851440797,3.0618571169876043,2.0859,2.6066
0.0,0.0,7.0,1.866949851440797,3.0618571169876043,2.0859,2.6066
0.0,0.0,7.0,1.8670748514407969,3.0616071169876045,2.0856,2.6065
0.0,0.0,7.0,1.8666998514407969,3.0617321169876046,2.0855,2.6065
0.0,0.0,7.0,1.8666998514407969,3.0617321169876046,2.0855,2.6065
0.0,0.0,7.0,1.8666998514407969,3.0617321169876046,2.0855,2.6065
0.0,0.0,7.0,1.8666998514407969,3.0617321169876046,2.0855,2.6065
0.0,0.0,7.0,1.8661998514407967,3.0618571169876043,2.0833,2.6071
0.0,0.0,7.0,1.8661998514407967,3.0618571169876043,2.0833,2.6071
0.0,0.0,7.0,1.8670748514407969,3.060982116987605,2.0833,2.6069999999999998
0.0,0.0,7.0,1.865449851440797,3.0621071169876046,2.0811,2.6078
0.0,0.0,7.0,1.8640748514407968,3.0624821169876046,2.0784,2.6084
