Value0,Value1,Rollout,Runtime
2.984643849014501,2.343318496505906,0.0,0.09126400947570801
2.6386617072502987,3.030497254528612,1.0,0.08484601974487305
2.18932581148763,2.8192085533592937,2.0,0.08619213104248047
3.2076756586210475,2.8913714930303787,3.0,0.08451700210571289
3.2341866954815903,2.5225917906977724,4.0,0.08565592765808105
2.474026072942875,2.6747182337344193,5.0,0.08713126182556152
2.7693912955203945,3.279882932781528,6.0,0.08284902572631836
2.202039969760301,3.1250692845948267,7.0,0.08508586883544922
3.0922304320022844,2.3392230259701132,8.0,0.08208608627319336
1.8634431764908297,3.2337351451817473,9.0,0.08246302604675293
2.5741216654068464,2.1895083478886006,10.0,0.08085393905639648
3.021708561590932,2.37612444610341,11.0,0.08355093002319336
2.710491587808057,3.0547527271500647,12.0,0.08183407783508301
2.7966988425735986,3.0287436685740623,13.0,0.0813150405883789
2.6945236199539204,2.0818898342151826,14.0,0.08364605903625488
3.087183191956905,2.253870962301318,15.0,0.08708000183105469
2.7967479809163636,2.869532941281132,16.0,0.08808612823486328
2.7250830888331112,2.42745305395538,17.0,0.0940101146697998
3.0350773908245907,2.364822332251928,18.0,0.09285879135131836
2.5607876942904984,2.1035279804783085,19.0,0.09116697311401367
2.4575295200971405,3.13868162072536,20.0,0.08568692207336426
2.7938458703059976,2.6771024898669036,21.0,0.08085894584655762
2.0216136127204725,2.910820442044939,22.0,0.08174300193786621
2.4676475537504947,3.0022557659874898,23.0,0.08401203155517578
2.6901818821488908,2.7873938253071646,24.0,0.10242509841918945
2.5761155598909675,2.9547174878980615,25.0,0.09147095680236816
3.0568318294397794,2.4251349321505216,26.0,0.09506607055664062
3.267853109101039,2.8636392387507703,27.0,0.09412598609924316
2.6916409807305226,3.0573193359848214,28.0,0.09479403495788574
2.6232129112896323,3.0826577598441594,29.0,0.09235501289367676
3.0490042079247197,2.595567349553234,30.0,0.0972440242767334
2.350843429502229,2.7633212900070583,31.0,0.08586597442626953
2.6946988146798967,2.9396448773833264,32.0,0.0807807445526123
2.8865192266763415,2.281941852210115,33.0,0.0805809497833252
2.9193125668366706,2.300433798398193,34.0,0.08098697662353516
3.137858069810431,2.1816512269072144,35.0,0.08200311660766602
2.8263851070985844,2.6566652778815083,36.0,0.08217597007751465
2.31923544861895,2.990365573274437,37.0,0.0837850570678711
2.7519034067394488,2.7763523966517645,38.0,0.0828399658203125
2.876237648498984,2.7041692786540112,39.0,0.08316373825073242
2.666266355309974,2.852602820798728,40.0,0.08298206329345703
