State,Action,Objective 0,Objective 1
0,0,1.9531,1.6938
0,0,1.999,1.5236
0,0,1.9062,1.7865
0,0,1.9519,1.6951
0,0,1.9446,1.7023
0,0,1.9018,1.7912
0,0,1.9507,1.696
0,0,1.9088,1.7838
0,0,1.9548,1.6922
0,0,1.9438,1.703
0,0,1.9946,1.5817
0,0,1.9514,1.6954
0,0,1.9936,1.5836
0,0,1.9522,1.6949
0,0,1.9593,1.6837
0,0,2.0004,1.5139
0,0,1.8887,1.8051
0,0,1.9074,1.7852
0,0,1.9021,1.791
0,0,1.9434,1.7034
0,0,1.9678,1.6166
0,0,2.0298,1.369
0,0,1.906,1.7866
0,0,2.0304,1.3606
0,0,1.8809,1.8134
0,0,1.9986,1.5242
0,0,1.9524,1.6946
0,0,1.9946,1.5815
0,0,2.0002,1.5155
0,0,2.0286,1.384
0,0,1.9086,1.7839
0,0,1.9077,1.785
0,0,2.0285,1.385
0,0,1.9093,1.7833
0,0,1.9922,1.585
0,0,2.0243,1.4359
0,0,1.9795,1.5985
0,0,1.9089,1.7837
0,0,1.8892,1.8046
0,0,1.9079,1.7847
0,0,1.9875,1.5903
0,0,1.9791,1.6017
0,0,1.995,1.5792
0,0,2.0242,1.4371
0,0,2.0302,1.365
0,0,1.9525,1.6945
0,0,2.0009,1.5078
0,0,1.9522,1.6947
0,0,2.0004,1.5137
0,0,1.8814,1.8129
0,0,2.0006,1.5106
0,0,2.0303,1.3629
0,0,2.0245,1.4328
0,0,1.9091,1.7834
0,0,1.8894,1.8043
0,0,1.9082,1.7845
0,0,2.0284,1.386
0,0,1.9683,1.6159
0,0,1.9096,1.7829
0,0,1.9636,1.6753
0,0,1.9997,1.5211
0,0,1.8999,1.7931
0,0,1.9929,1.5842
0,0,2.0305,1.3607
0,0,1.9601,1.683
0,0,1.9685,1.6156
0,0,2.0007,1.5098
0,0,1.8848,1.8091
0,0,2.0245,1.4326
0,0,1.8875,1.8064
0,0,1.9668,1.6177
0,0,1.9028,1.7902
0,0,1.9888,1.5887
0,0,1.9047,1.7879
0,0,1.9038,1.789
0,0,1.9976,1.5259
0,0,1.9534,1.6936
0,0,2.0238,1.4418
0,0,1.9795,1.5981
0,0,1.989,1.5886
0,0,2.0305,1.3605
0,0,2.0275,1.3882
0,0,2.0302,1.3646
0,0,2.0009,1.5074
0,0,2.0303,1.3625
0,0,2.0006,1.5102
0,0,2.0288,1.3818
0,0,2.0233,1.4471
0,0,1.9019,1.7911
0,0,2.0286,1.3834
0,0,1.9035,1.7894
0,0,1.9549,1.6921
0,0,1.9897,1.585
0,0,1.9594,1.6836
0,0,1.8843,1.8096
0,0,2.0238,1.4416
0,0,1.8834,1.8107
0,0,2.0006,1.5115
0,0,1.9995,1.5223
0,0,1.9686,1.6153
0,0,1.879,1.8154
0,0,2.0002,1.5147
0,0,1.9611,1.682
0,0,1.9036,1.7893
0,0,2.0293,1.3763
0,0,2.0303,1.3623
0,0,1.8982,1.7948
0,0,1.8989,1.7942
0,0,1.9999,1.5189
0,0,2.024,1.4398
0,0,1.9664,1.6181
0,0,1.9997,1.5205
0,0,2.0237,1.4435
0,0,1.9045,1.7882
0,0,1.878,1.8162
0,0,1.9094,1.783
0,0,1.989,1.5882
0,0,1.8895,1.8042
0,0,1.8889,1.805
0,0,1.8821,1.8122
0,0,1.8987,1.7943
0,0,1.9767,1.6045
0,0,1.995,1.5784
0,0,1.8994,1.7937
0,0,1.887,1.807
0,0,1.9618,1.6812
0,0,1.9664,1.6179
0,0,1.9097,1.7828
0,0,1.8793,1.815
0,0,1.956,1.6873
0,0,1.8863,1.8076
0,0,1.8853,1.8086
0,0,1.905,1.7877
0,0,2.0244,1.4339
0,0,1.977,1.6042
0,0,2.0237,1.4433
0,0,1.8992,1.7938
0,0,1.8849,1.809
0,0,1.8868,1.8071
0,0,1.9945,1.5822
0,0,2.0305,1.3599
0,0,1.9009,1.7922
0,0,1.8978,1.7952
0,0,1.8975,1.7954
0,0,1.8882,1.8057
0,0,1.9048,1.7878
0,0,1.9632,1.6762
0,0,1.9039,1.7889
0,0,1.9427,1.7041
0,0,1.8846,1.8094
0,0,1.9065,1.7862
0,0,1.9954,1.5748
0,0,2.0286,1.3828
0,0,1.8854,1.8085
0,0,2.0008,1.5093
0,0,1.9772,1.6037
0,0,1.977,1.604
0,0,1.9007,1.7923
0,0,1.9952,1.5764
0,0,1.8973,1.7955
0,0,1.9014,1.7917
0,0,2.0238,1.441
0,0,1.9513,1.6957
0,0,1.9949,1.5801
0,0,1.9991,1.5236
0,0,1.8802,1.8141
0,0,1.9669,1.6174
0,0,1.907,1.7857
0,0,2.0286,1.3841
0,0,1.9058,1.7868
0,0,2.0288,1.381
0,0,1.8859,1.808
0,0,1.9554,1.691
0,0,1.979,1.6022
0,0,2.0241,1.4382
0,0,1.9954,1.5746
0,0,1.9766,1.6046
0,0,2.024,1.4392
0,0,1.9635,1.6758
0,0,2.0286,1.3826
0,0,2.0278,1.3883
0,0,1.881,1.8134
0,0,1.8807,1.8136
0,0,1.8776,1.8166
0,0,1.9068,1.7858
0,0,1.889,1.8048
0,0,1.8771,1.8169
0,0,1.899,1.7941
0,0,1.8812,1.8131
0,0,1.8866,1.8074
0,0,1.8778,1.8163
0,0,2.0288,1.3808
0,0,1.9523,1.6947
0,0,2.0295,1.3737
0,0,2.0281,1.3883
0,0,2.0292,1.3774
0,0,1.9996,1.522
0,0,1.957,1.6857
0,0,1.8822,1.8121
0,0,1.8798,1.8145
0,0,1.8817,1.8126
0,0,1.9665,1.6178
0,0,1.9078,1.7848
0,0,2.029,1.379
0,0,1.9005,1.7926
0,0,1.9501,1.697
0,0,1.8824,1.8118
0,0,1.969,1.6116
0,0,1.8873,1.8066
0,0,1.953,1.6941
0,0,1.9026,1.7904
0,0,2.0241,1.4378
0,0,1.9545,1.6926
0,0,1.9002,1.7928
0,0,2.0295,1.3735
0,0,1.9788,1.6023
0,0,1.9975,1.5262
0,0,2.024,1.4388
0,0,2.0276,1.3895
0,0,1.901,1.7921
0,0,1.9432,1.7036
0,0,1.8998,1.7932
0,0,1.9952,1.5758
0,0,1.997,1.5265
0,0,1.96,1.6831
0,0,1.9566,1.6867
0,0,1.9684,1.6157
0,0,1.8878,1.8061
0,0,1.9965,1.527
0,0,2.029,1.3788
0,0,1.8827,1.8114
0,0,1.9012,1.7918
0,0,1.9085,1.7842
0,0,1.9796,1.5981
0,0,1.969,1.6114
0,0,1.958,1.6847
0,0,1.9061,1.7866
0,0,1.9921,1.5853
0,0,1.959,1.6841
0,0,1.998,1.5257
0,0,1.943,1.7037
0,0,1.883,1.8112
0,0,2.0248,1.4282
0,0,2.0295,1.3733
0,0,2.0292,1.377
0,0,1.9521,1.695
0,0,1.957,1.6853
0,0,1.9951,1.5773
0,0,2.0001,1.5167
0,0,1.8886,1.8052
0,0,1.882,1.8122
0,0,1.944,1.7029
0,0,1.9566,1.6865
0,0,1.9587,1.6841
0,0,2.029,1.3786
0,0,1.9609,1.6822
0,0,1.9926,1.5848
0,0,1.9022,1.7908
0,0,1.9092,1.7834
0,0,1.9552,1.6918
0,0,2.0002,1.517
0,0,1.998,1.5255
0,0,1.994,1.5832
0,0,2.0241,1.4374
0,0,2.0295,1.3731
0,0,1.9034,1.7895
0,0,1.8837,1.8104
0,0,1.9862,1.5911
0,0,1.9607,1.6823
0,0,1.9885,1.5893
0,0,1.9996,1.5214
0,0,1.909,1.7835
0,0,1.955,1.6919
0,0,1.9081,1.7846
0,0,1.9609,1.682
0,0,1.8786,1.8157
0,0,1.9046,1.7882
0,0,1.969,1.611
0,0,1.9095,1.783
0,0,2.0002,1.5168
