Value0,Value1,Rollout,Runtime
1.3409544337077988,2.9713058397381675,0.0,0.08689689636230469
1.622559840525692,3.5954343458051077,1.0,0.09544992446899414
1.6745724421510204,3.5598723103097316,2.0,0.08867025375366211
1.0773159823760736,3.3314702277491115,3.0,0.09829187393188477
1.1749058799070764,3.674277639527562,4.0,0.09460711479187012
1.4138496547574941,3.368287938187473,5.0,0.08620595932006836
1.1653802096494648,3.269444335936627,6.0,0.08734703063964844
1.2013938275948692,3.2939793496408596,7.0,0.08556509017944336
1.6330568977324003,3.492253378753944,8.0,0.08748507499694824
2.854526815847344,3.721362210210981,9.0,0.08609986305236816
1.4371204673073525,3.2284852144923697,10.0,0.08568120002746582
1.452761333859545,3.1768787583803433,11.0,0.08417987823486328
1.894300278188286,3.26041939516231,12.0,0.07983279228210449
1.4618538483842558,3.270753103316413,13.0,0.08160901069641113
1.5983830977725313,3.612977230580396,14.0,0.08001184463500977
1.522843476491799,3.1590358761714907,15.0,0.07991194725036621
2.0363529595966394,3.4345173978908607,16.0,0.08162617683410645
1.4232872645919201,3.219279313453385,17.0,0.08887600898742676
1.6529904758190594,3.494754757109647,18.0,0.08976101875305176
1.709549099570141,3.499990366095092,19.0,0.0827178955078125
1.2904101888681763,3.342749755472031,20.0,0.08258295059204102
1.6188774672813748,3.3398347273750773,21.0,0.08972811698913574
1.4679045179586387,3.4580924932727415,22.0,0.08500289916992188
1.439917275478861,3.2866961261763588,23.0,0.08282613754272461
1.489362461076733,3.1603065494093907,24.0,0.08320307731628418
1.2996819103852746,3.244091136484124,25.0,0.08635520935058594
1.667366008818673,3.4209071723798865,26.0,0.08549189567565918
1.4825809484847419,3.327150293275581,27.0,0.08419322967529297
2.189762495161947,3.5528636824361994,28.0,0.0809791088104248
2.0201943019312987,3.5654155331293076,29.0,0.07985091209411621
1.2291331624089252,3.6122465297700854,30.0,0.07903814315795898
1.553887304931678,3.698760745065864,31.0,0.08225893974304199
1.1503562465342985,3.5369759925207553,32.0,0.08542704582214355
1.695553791697869,3.36754448583764,33.0,0.08205199241638184
1.5954580984387072,3.6211871369725275,34.0,0.09655022621154785
2.0704617822926097,3.7374014778502462,35.0,0.08832383155822754
1.712526145696071,3.741383725476996,36.0,0.08960795402526855
1.2542792078101994,3.539712269387239,37.0,0.09476613998413086
1.9168163077994265,3.196884110812577,38.0,0.08544111251831055
1.5578119827886416,3.1350665078179483,39.0,0.09322094917297363
2.237683090353153,3.581182142374469,40.0,0.0907890796661377
2.127804397563934,3.7499140135686857,41.0,0.08219099044799805
1.5310481429368263,3.8241891511528348,42.0,0.07904410362243652
1.872777552263677,3.558266132240083,43.0,0.07934999465942383
1.5211073913905004,3.048841962855453,44.0,0.0787200927734375
1.5403624450803657,3.570267955184173,45.0,0.07984328269958496
2.673188281383232,3.701571127233243,46.0,0.08001184463500977
1.7980864739946325,3.671225305458565,47.0,0.08190488815307617
1.8093594362537382,3.529991078687935,48.0,0.08210873603820801
2.3553330176165623,3.8741725562666094,49.0,0.08176612854003906
1.4549737094689656,3.48792533026373,50.0,0.07909822463989258
1.8232751886070597,3.5527005918701158,51.0,0.08043789863586426
1.4782648371153375,3.432640380464814,52.0,0.0829169750213623
1.359135247092265,3.248731254871347,53.0,0.08141708374023438
1.5147374121034483,3.1826833054899075,54.0,0.0837869644165039
1.7088251115803095,3.276162351026207,55.0,0.08375906944274902
1.634001518819704,3.4021216530409712,56.0,0.08201479911804199
1.3090445747129222,3.236005123513543,57.0,0.08404135704040527
1.444353952278066,3.024455677716211,58.0,0.08480405807495117
