Method,Repetitions,epsilon
mls,5,0.4576443734228208
mls,10,0.3687889105985489
mls,15,0.3241157108793038
mls,20,0.36270409442070006
mls,25,0.3424602790465694
mls,30,0.38104438991553247
mls,35,0.4222010630776327
mls,40,0.3274507986696533
ils,5,0.41612820594035815
ils,10,0.4647034117106035
ils,15,0.3672615608265919
ils,20,0.3369945350251826
ils,25,0.4138980885823189
ils,30,0.33729322819780894
ils,35,0.38586275898109923
ils,40,0.3495020228433683
