Method,Repetitions,epsilon
mls,5,1.0730088589026971
mls,10,1.0692706719385305
mls,15,1.041833831484523
mls,20,0.9896412955302512
mls,25,0.96061440820348
mls,30,0.9773931510258231
mls,35,0.9502431441224526
mls,40,0.9119902718977779
ils,5,1.1351806087466239
ils,10,1.1172535582755767
ils,15,1.1198431120491317
ils,20,1.1431248424375124
ils,25,1.0490730557809793
ils,30,1.0125743065267123
ils,35,1.0354001391766547
ils,40,1.0007135747086595
